Source,Target,Type,Weight
133,123,undirected,1
133,258,undirected,1
22,258,undirected,1
94,258,undirected,1
94,123,undirected,1
132,130,undirected,1
132,258,undirected,1
132,123,undirected,1
94,132,undirected,1
130,22,undirected,1
123,22,undirected,1
133,130,undirected,1
94,22,undirected,1
132,22,undirected,1
3,130,undirected,1
3,258,undirected,1
123,3,undirected,1
94,3,undirected,1
132,3,undirected,1
131,3,undirected,1
131,141,undirected,1
122,74,undirected,1
4,25,undirected,1
4,5,undirected,1
4,135,undirected,1
5,259,undirected,1
135,259,undirected,1
4,259,undirected,1
18,5,undirected,1
18,135,undirected,1
18,259,undirected,1
136,5,undirected,1
136,135,undirected,1
4,136,undirected,1
136,259,undirected,1
18,136,undirected,1
135,3,undirected,1
3,259,undirected,1
136,3,undirected,1
25,5,undirected,1
135,5,undirected,1
137,260,undirected,1
13,137,undirected,1
138,260,undirected,1
138,74,undirected,1
13,10,undirected,1
13,122,undirected,1
13,138,undirected,1
13,74,undirected,1
10,260,undirected,1
122,260,undirected,1
74,260,undirected,1
137,74,undirected,1
13,260,undirected,1
122,3,undirected,1
3,138,undirected,1
3,260,undirected,1
10,137,undirected,1
122,137,undirected,1
137,138,undirected,1
25,135,undirected,1
25,259,undirected,1
139,131,undirected,1
18,25,undirected,1
140,3,undirected,1
25,105,undirected,1
25,145,undirected,1
25,144,undirected,1
25,143,undirected,1
25,261,undirected,1
25,140,undirected,1
139,142,undirected,1
141,142,undirected,1
139,141,undirected,1
142,9,undirected,1
139,9,undirected,1
141,9,undirected,1
142,3,undirected,1
139,3,undirected,1
141,3,undirected,1
131,142,undirected,1
140,261,undirected,1
143,140,undirected,1
144,140,undirected,1
105,261,undirected,1
136,25,undirected,1
145,105,undirected,1
144,105,undirected,1
145,144,undirected,1
143,105,undirected,1
145,143,undirected,1
144,143,undirected,1
145,261,undirected,1
145,140,undirected,1
144,261,undirected,1
143,261,undirected,1
145,3,undirected,1
144,3,undirected,1
143,3,undirected,1
3,261,undirected,1
140,105,undirected,1
75,134,undirected,1
1,213,undirected,1
134,74,undirected,1
2,11,undirected,1
2,147,undirected,1
2,146,undirected,1
2,14,undirected,1
11,147,undirected,1
26,11,undirected,1
146,11,undirected,1
11,14,undirected,1
147,3,undirected,1
26,14,undirected,1
146,3,undirected,1
148,147,undirected,1
148,26,undirected,1
148,146,undirected,1
148,14,undirected,1
148,2,undirected,1
148,11,undirected,1
146,14,undirected,1
147,14,undirected,1
149,40,undirected,1
7,151,undirected,1
8,151,undirected,1
150,22,undirected,1
151,22,undirected,1
8,22,undirected,1
150,3,undirected,1
151,3,undirected,1
150,7,undirected,1
7,22,undirected,1
26,146,undirected,1
150,80,undirected,1
151,80,undirected,1
8,80,undirected,1
22,80,undirected,1
7,80,undirected,1
26,147,undirected,1
146,147,undirected,1
148,3,undirected,1
1,149,undirected,1
150,151,undirected,1
32,152,undirected,1
3,153,undirected,1
3,154,undirected,1
3,155,undirected,1
152,242,undirected,1
153,242,undirected,1
154,242,undirected,1
155,242,undirected,1
32,153,undirected,1
154,155,undirected,1
32,154,undirected,1
32,155,undirected,1
32,242,undirected,1
156,185,undirected,1
156,157,undirected,1
157,185,undirected,1
156,159,undirected,1
3,152,undirected,1
155,153,undirected,1
158,149,undirected,1
33,158,undirected,1
158,40,undirected,1
1,158,undirected,1
149,3,undirected,1
158,3,undirected,1
33,149,undirected,1
33,40,undirected,1
1,33,undirected,1
149,137,undirected,1
152,155,undirected,1
137,40,undirected,1
1,137,undirected,1
158,137,undirected,1
33,137,undirected,1
152,153,undirected,1
152,154,undirected,1
154,153,undirected,1
8,150,undirected,1
32,169,undirected,1
159,157,undirected,1
1,162,undirected,1
160,3,undirected,1
3,262,undirected,1
161,3,undirected,1
162,163,undirected,1
8,163,undirected,1
8,162,undirected,1
1,163,undirected,1
163,263,undirected,1
3,167,undirected,1
162,263,undirected,1
8,263,undirected,1
1,263,undirected,1
164,163,undirected,1
164,162,undirected,1
8,164,undirected,1
164,1,undirected,1
3,168,undirected,1
165,3,undirected,1
166,163,undirected,1
167,262,undirected,1
1,167,undirected,1
1,168,undirected,1
160,165,undirected,1
160,167,undirected,1
160,168,undirected,1
1,160,undirected,1
165,262,undirected,1
168,262,undirected,1
161,262,undirected,1
1,262,undirected,1
160,262,undirected,1
161,165,undirected,1
161,167,undirected,1
161,168,undirected,1
1,161,undirected,1
160,161,undirected,1
164,263,undirected,1
162,166,undirected,1
32,264,undirected,1
169,40,undirected,1
7,171,undirected,1
170,40,undirected,1
170,22,undirected,1
170,264,undirected,1
40,264,undirected,1
22,264,undirected,1
170,169,undirected,1
169,22,undirected,1
164,7,undirected,1
169,264,undirected,1
170,3,undirected,1
3,264,undirected,1
169,3,undirected,1
170,32,undirected,1
32,40,undirected,1
32,22,undirected,1
166,7,undirected,1
7,263,undirected,1
8,166,undirected,1
171,263,undirected,1
1,166,undirected,1
166,263,undirected,1
164,166,undirected,1
171,163,undirected,1
162,171,undirected,1
8,171,undirected,1
1,171,undirected,1
164,171,undirected,1
162,7,undirected,1
166,171,undirected,1
3,163,undirected,1
162,3,undirected,1
3,263,undirected,1
164,3,undirected,1
166,3,undirected,1
7,163,undirected,1
159,185,undirected,1
156,188,undirected,1
76,134,undirected,1
17,175,undirected,1
172,17,undirected,1
173,174,undirected,1
174,265,undirected,1
17,174,undirected,1
172,174,undirected,1
173,175,undirected,1
175,265,undirected,1
172,175,undirected,1
172,173,undirected,1
174,175,undirected,1
176,173,undirected,1
176,265,undirected,1
176,17,undirected,1
176,172,undirected,1
176,174,undirected,1
176,175,undirected,1
172,265,undirected,1
17,265,undirected,1
177,265,undirected,1
178,19,undirected,1
178,179,undirected,1
179,266,undirected,1
180,3,undirected,1
178,3,undirected,1
3,266,undirected,1
179,3,undirected,1
180,19,undirected,1
19,266,undirected,1
17,173,undirected,1
179,19,undirected,1
20,180,undirected,1
178,20,undirected,1
20,266,undirected,1
20,179,undirected,1
20,19,undirected,1
173,265,undirected,1
173,177,undirected,1
17,177,undirected,1
178,266,undirected,1
181,43,undirected,1
182,171,undirected,1
181,171,undirected,1
9,171,undirected,1
183,171,undirected,1
184,43,undirected,1
43,267,undirected,1
182,43,undirected,1
9,43,undirected,1
184,171,undirected,1
183,43,undirected,1
43,171,undirected,1
184,3,undirected,1
3,267,undirected,1
182,3,undirected,1
181,3,undirected,1
183,3,undirected,1
171,267,undirected,1
183,9,undirected,1
172,177,undirected,1
181,267,undirected,1
174,177,undirected,1
175,177,undirected,1
176,177,undirected,1
184,267,undirected,1
184,182,undirected,1
182,267,undirected,1
184,181,undirected,1
181,182,undirected,1
181,183,undirected,1
184,9,undirected,1
9,267,undirected,1
182,9,undirected,1
181,9,undirected,1
184,183,undirected,1
183,267,undirected,1
182,183,undirected,1
180,179,undirected,1
180,266,undirected,1
185,188,undirected,1
18,186,undirected,1
98,268,undirected,1
4,268,undirected,1
18,98,undirected,1
18,268,undirected,1
186,98,undirected,1
4,186,undirected,1
186,268,undirected,1
21,98,undirected,1
15,269,undirected,1
4,21,undirected,1
21,268,undirected,1
18,21,undirected,1
21,186,undirected,1
3,268,undirected,1
3,186,undirected,1
187,98,undirected,1
15,189,undirected,1
15,188,undirected,1
187,268,undirected,1
156,189,undirected,1
157,188,undirected,1
159,188,undirected,1
156,269,undirected,1
185,269,undirected,1
157,269,undirected,1
159,269,undirected,1
188,269,undirected,1
189,185,undirected,1
159,15,undirected,1
157,189,undirected,1
159,189,undirected,1
189,188,undirected,1
189,269,undirected,1
156,15,undirected,1
15,185,undirected,1
157,15,undirected,1
4,187,undirected,1
18,187,undirected,1
178,180,undirected,1
190,194,undirected,1
190,270,undirected,1
191,192,undirected,1
192,193,undirected,1
190,192,undirected,1
192,270,undirected,1
191,194,undirected,1
193,194,undirected,1
194,270,undirected,1
191,270,undirected,1
192,194,undirected,1
195,191,undirected,1
195,193,undirected,1
195,190,undirected,1
195,270,undirected,1
195,192,undirected,1
195,194,undirected,1
193,270,undirected,1
190,193,undirected,1
187,186,undirected,1
6,22,undirected,1
21,187,undirected,1
187,3,undirected,1
196,197,undirected,1
196,6,undirected,1
196,11,undirected,1
196,22,undirected,1
197,22,undirected,1
11,22,undirected,1
190,191,undirected,1
196,3,undirected,1
196,15,undirected,1
15,197,undirected,1
6,15,undirected,1
11,15,undirected,1
15,22,undirected,1
191,193,undirected,1
1,165,undirected,1
168,167,undirected,1
165,168,undirected,1
26,243,undirected,1
2,198,undirected,1
2,199,undirected,1
13,198,undirected,1
13,26,undirected,1
13,199,undirected,1
2,13,undirected,1
198,243,undirected,1
199,243,undirected,1
198,199,undirected,1
2,243,undirected,1
13,243,undirected,1
200,198,undirected,1
26,200,undirected,1
200,199,undirected,1
2,200,undirected,1
13,200,undirected,1
26,199,undirected,1
26,198,undirected,1
198,208,undirected,1
20,23,undirected,1
3,271,undirected,1
201,3,undirected,1
20,10,undirected,1
20,217,undirected,1
20,210,undirected,1
20,271,undirected,1
20,201,undirected,1
202,272,undirected,1
3,203,undirected,1
12,202,undirected,1
12,272,undirected,1
202,203,undirected,1
203,272,undirected,1
12,203,undirected,1
3,202,undirected,1
3,272,undirected,1
200,243,undirected,1
26,208,undirected,1
3,217,undirected,1
13,9,undirected,1
12,209,undirected,1
12,273,undirected,1
13,12,undirected,1
204,9,undirected,1
9,5,undirected,1
9,209,undirected,1
9,273,undirected,1
204,3,undirected,1
12,204,undirected,1
3,209,undirected,1
3,273,undirected,1
205,207,undirected,1
205,206,undirected,1
206,207,undirected,1
205,274,undirected,1
207,274,undirected,1
12,5,undirected,1
13,273,undirected,1
208,199,undirected,1
3,208,undirected,1
2,208,undirected,1
13,208,undirected,1
208,243,undirected,1
200,208,undirected,1
3,198,undirected,1
3,199,undirected,1
200,3,undirected,1
204,5,undirected,1
13,209,undirected,1
204,209,undirected,1
5,209,undirected,1
204,273,undirected,1
5,273,undirected,1
209,273,undirected,1
13,204,undirected,1
13,5,undirected,1
210,3,undirected,1
23,201,undirected,1
165,167,undirected,1
211,213,undirected,1
1,212,undirected,1
1,211,undirected,1
211,212,undirected,1
1,221,undirected,1
212,221,undirected,1
211,221,undirected,1
212,213,undirected,1
213,221,undirected,1
33,216,undirected,1
1,214,undirected,1
214,212,undirected,1
214,211,undirected,1
214,221,undirected,1
214,213,undirected,1
212,3,undirected,1
211,3,undirected,1
2,33,undirected,1
33,175,undirected,1
3,213,undirected,1
215,175,undirected,1
77,134,undirected,1
23,134,undirected,1
73,3,undirected,1
75,3,undirected,1
3,252,undirected,1
3,76,undirected,1
77,3,undirected,1
215,216,undirected,1
215,33,undirected,1
216,175,undirected,1
215,2,undirected,1
2,175,undirected,1
2,216,undirected,1
215,3,undirected,1
3,175,undirected,1
216,3,undirected,1
3,221,undirected,1
214,3,undirected,1
23,271,undirected,1
217,271,undirected,1
16,220,undirected,1
16,219,undirected,1
16,218,undirected,1
10,217,undirected,1
10,210,undirected,1
210,217,undirected,1
10,271,undirected,1
210,271,undirected,1
218,3,undirected,1
10,201,undirected,1
201,217,undirected,1
201,210,undirected,1
201,271,undirected,1
10,23,undirected,1
23,217,undirected,1
23,210,undirected,1
16,275,undirected,1
219,3,undirected,1
1,80,undirected,1
220,22,undirected,1
212,80,undirected,1
211,80,undirected,1
221,80,undirected,1
213,80,undirected,1
214,80,undirected,1
220,275,undirected,1
22,275,undirected,1
219,275,undirected,1
220,3,undirected,1
219,220,undirected,1
219,22,undirected,1
218,275,undirected,1
218,220,undirected,1
218,22,undirected,1
219,218,undirected,1
3,275,undirected,1
206,274,undirected,1
205,129,undirected,1
129,207,undirected,1
222,223,undirected,1
28,225,undirected,1
28,227,undirected,1
28,226,undirected,1
28,276,undirected,1
14,222,undirected,1
222,228,undirected,1
14,228,undirected,1
14,223,undirected,1
28,224,undirected,1
223,228,undirected,1
222,22,undirected,1
14,22,undirected,1
22,228,undirected,1
22,223,undirected,1
222,241,undirected,1
14,241,undirected,1
28,6,undirected,1
3,276,undirected,1
223,241,undirected,1
224,3,undirected,1
6,226,undirected,1
225,226,undirected,1
226,227,undirected,1
1,224,undirected,1
1,225,undirected,1
1,227,undirected,1
1,226,undirected,1
225,3,undirected,1
1,276,undirected,1
3,227,undirected,1
226,3,undirected,1
224,276,undirected,1
6,276,undirected,1
225,276,undirected,1
227,276,undirected,1
226,276,undirected,1
228,241,undirected,1
22,241,undirected,1
206,129,undirected,1
31,197,undirected,1
1,277,undirected,1
1,197,undirected,1
11,277,undirected,1
8,11,undirected,1
1,11,undirected,1
31,277,undirected,1
6,31,undirected,1
8,31,undirected,1
8,6,undirected,1
11,31,undirected,1
3,277,undirected,1
7,277,undirected,1
6,7,undirected,1
7,197,undirected,1
11,7,undirected,1
7,31,undirected,1
8,197,undirected,1
8,277,undirected,1
229,222,undirected,1
3,223,undirected,1
229,14,undirected,1
229,228,undirected,1
229,223,undirected,1
229,22,undirected,1
229,241,undirected,1
3,222,undirected,1
3,228,undirected,1
229,3,undirected,1
197,277,undirected,1
30,222,undirected,1
30,14,undirected,1
30,228,undirected,1
30,223,undirected,1
30,241,undirected,1
229,30,undirected,1
6,277,undirected,1
226,224,undirected,1
225,227,undirected,1
6,227,undirected,1
230,98,undirected,1
231,207,undirected,1
231,206,undirected,1
231,274,undirected,1
231,129,undirected,1
231,234,undirected,1
231,232,undirected,1
231,235,undirected,1
230,27,undirected,1
232,235,undirected,1
27,98,undirected,1
4,230,undirected,1
4,27,undirected,1
230,233,undirected,1
233,98,undirected,1
27,233,undirected,1
4,233,undirected,1
231,205,undirected,1
234,235,undirected,1
224,227,undirected,1
232,207,undirected,1
129,274,undirected,1
234,205,undirected,1
234,207,undirected,1
234,206,undirected,1
234,274,undirected,1
234,129,undirected,1
232,205,undirected,1
232,206,undirected,1
235,129,undirected,1
232,274,undirected,1
232,129,undirected,1
232,234,undirected,1
235,205,undirected,1
235,207,undirected,1
235,206,undirected,1
235,274,undirected,1
230,3,undirected,1
3,233,undirected,1
10,5,undirected,1
236,3,undirected,1
105,278,undirected,1
236,105,undirected,1
236,278,undirected,1
24,105,undirected,1
24,278,undirected,1
236,24,undirected,1
3,278,undirected,1
237,105,undirected,1
238,5,undirected,1
237,278,undirected,1
236,237,undirected,1
237,24,undirected,1
237,3,undirected,1
6,224,undirected,1
225,224,undirected,1
225,6,undirected,1
239,3,undirected,1
240,3,undirected,1
238,3,undirected,1
239,241,undirected,1
10,238,undirected,1
240,5,undirected,1
10,240,undirected,1
238,240,undirected,1
1,10,undirected,1
1,238,undirected,1
1,240,undirected,1
239,5,undirected,1
239,10,undirected,1
239,238,undirected,1
239,240,undirected,1
239,1,undirected,1
10,241,undirected,1
238,241,undirected,1
240,241,undirected,1
112,111,undirected,1
